type,experiment,sources,detected,normalized,per_community,infection_probability,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:infomap,0-10,"0,33","10,12,31","OrderedDict([(31, 1.0), (12, 1.0), (10, 1.0), (6, 0.9143392438272374), (29, 0.7949263458571317), (5, 0.7809194881141152), (24, 0.7545798387374175), (1, 0.7218357530238781), (11, 0.714513954836121), (0, 0.7057419231169466), (2, 0.6299052327704442), (21, 0.6237455178362814), (19, 0.6237455178362812), (9, 0.619022654083316), (16, 0.6128007881399322), (28, 0.6073455001082108), (25, 0.6069609846799963), (22, 0.5752895028548816), (13, 0.5625907797926296), (15, 0.5623601055234576), (23, 0.5425272204011895), (26, 0.5114181355087186), (18, 0.4994743893571307), (8, 0.4693664500731576), (14, 0.44491346293447814), (27, 0.39693915845476585), (7, 0.3691024764951222), (20, 0.2864432412652981), (3, 0.2309812198402728), (30, 0.19668150378911706), (33, 0.1956571204094438), (32, 0.0), (17, 0.0), (4, 0.0)])","{0: {8: -0.06929013372692444, 14: -0.09244941350575782, 15: 0.018783608430461673, 18: -0.040775082151130834, 20: -0.24253562503633327, 22: 0.03102896432387338, 23: 1.4493724343795313e-17, 24: 0.20083378312969943, 25: 0.06102483781115964, 26: -0.029463230672075603, 27: -0.13788559409750037, 28: 0.0613890101035178, 29: 0.2390457218668748, 30: -0.3275484367576801, 31: 0.43326976920422117, 32: -0.513824328031871, 33: -0.3285186242098754}, 1: {0: 0.0929549191920566, 1: 0.11119962947379222, 2: 0.006982937873817251, 3: -0.4452557823330895, 7: -0.2886751345948131, 9: -0.005354056888338808, 11: 0.10289930025138423, 12: 0.426539491157724, 13: -0.06932784081937599, 17: -0.7071067811865475, 19: 3.6574673357462485e-17, 21: 2.396617466510133e-16}, 2: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0023832321166992188,1,2,0,30,3,2,34,0.0,0.9375,0.0,0.8823529411764706,0
netsleuth-cm:surprise_communities,0-10,"0,33","3,8,9,10,11,29,31","OrderedDict([(3, 1.0), (8, 1.0), (10, 1.0), (31, 1.0), (29, 1.0), (19, 0.9146894869281835), (13, 0.9146894869281833), (17, 0.9146894869281832), (21, 0.9146894869281832), (6, 0.9143392438272374), (23, 0.8836634939894801), (12, 0.8317118921626091), (7, 0.8155524212733644), (28, 0.8127438526878268), (0, 0.8109682149924535), (5, 0.7809194881141152), (27, 0.7396401495848879), (16, 0.6128007881399322), (1, 0.6035256711209943), (25, 0.45407664546791165), (15, 0.26202849336547257), (14, 0.2620284933654725), (20, 0.2620284933654724), (22, 0.2620284933654724), (18, 0.2620284933654724), (30, 0.26202849336547235), (32, 0.1693874311040625), (2, 0.0), (33, 0.0), (4, 0.0), (24, 0.0), (26, 0.0), (9, 0.0), (11, 0.0)])","{0: {0: -0.10540925533894596, 1: -0.31622776601683783, 2: -0.9295753502059485, 3: 0.08669887562751624, 7: -0.10075044464975247, 12: -0.08432799088190694, 13: 3.0511159641237156e-17, 17: -1.031483646757399e-16, 19: 1.6984816627246175e-16, 21: -1.3770945919536547e-16}, 1: {8: 0.938792949774383, 14: 1.0932351811967158e-16, 15: 2.2172561447731916e-16, 18: -1.623156044952222e-17, 20: 3.3481405617157585e-18, 22: -1.5532287609279053e-17, 30: -7.654518723053712e-17, 32: -0.11785113019775792, 33: -0.3333333333333333}, 2: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}, 3: {24: -0.2049083366179593, 25: 0.19543950758485526, 27: 0.4472135954999582, 28: 0.5116672736016926, 31: 0.6767662621499838}, 4: {23: 0.5773502691896256, 26: -0.4082482904638632, 29: 0.7071067811865476}, 5: {9: 1.0}, 6: {11: 1.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.004319667816162109,5,2,0,30,7,2,34,0.0,0.9375,0.0,0.8823529411764706,0
netsleuth-cm:walktrap,0-10,"0,33","3,10,14,25,30","OrderedDict([(3, 1.0), (14, 1.0), (30, 1.0), (10, 1.0), (25, 1.0), (24, 0.9999999999999998), (6, 0.9143392438272374), (18, 0.8777859857643039), (20, 0.8295352619137314), (32, 0.8160742429282847), (5, 0.7809194881141152), (9, 0.7293973086571219), (26, 0.6558475727523567), (16, 0.6128007881399322), (8, 0.6123695955009508), (15, 0.5802616140066489), (33, 0.5410498865190984), (27, 0.5358983848622457), (31, 0.4186557203311732), (28, 0.41865572033117293), (17, 0.38053070607401906), (11, 0.3786115263708019), (21, 0.2702646338422659), (19, 0.27026463384226584), (2, 0.2495310349980469), (12, 0.18262317965506816), (0, 0.17471165618988316), (7, 0.16480837755797353), (29, 0.02559149777946377), (1, 0.0), (22, 0.0), (13, 0.0), (4, 0.0), (23, 0.0)])","{0: {0: -0.11785113019775792, 1: -0.3333333333333333, 3: 0.9000257214362082, 7: -0.13006542857032938, 11: 0.13363062095621225, 12: -0.10809338109495029, 17: 0.135997658620905, 19: -1.3012942318260658e-16, 21: -3.2988595796632924e-17}, 1: {14: 0.3333333333333334, 15: -0.07930288342554215, 18: 0.2131872372125659, 20: 0.1657529381110945, 22: -0.6497462003203076, 26: -0.0049958743510483275, 29: -0.6245877226177742, 32: 0.15251968584437867, 33: -0.11785113019775695}, 2: {2: -0.20571151389538128, 8: 0.23562009558347294, 9: 0.3779644730092272, 13: -0.509223723672575, 28: 1.3012719088551167e-16, 30: 0.7071067811865474, 31: 4.818781177134559e-16}, 3: {4: -0.44721359549995787, 5: 0.3717480344601856, 6: 0.5116672736016934, 10: 0.601500955007545, 16: 0.19543950758485465}, 4: {23: -0.5773502691896256, 24: 0.49999999999999983, 25: 0.5, 27: 4.80181755883053e-16}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.003365039825439453,3,2,0,30,5,2,34,0.0,0.9375,0.0,0.8823529411764706,0
netsleuth-cm:df_node_similarity,0-10,"0,33","10,33","OrderedDict([(33, 1.0), (10, 1.0), (11, 0.9493699045234336), (13, 0.9493699045234335), (6, 0.9493699045234334), (21, 0.9493699045234334), (19, 0.9493699045234334), (7, 0.9493699045234333), (3, 0.9351552581588651), (22, 0.9167284798471815), (0, 0.8790188785115366), (29, 0.8726663794814439), (16, 0.8632462173640527), (5, 0.8608248465477158), (17, 0.8464740607420362), (12, 0.8417160444518965), (9, 0.7999749268244555), (23, 0.7734311217959314), (4, 0.7721713188621562), (15, 0.756617355644395), (20, 0.7242243172261519), (14, 0.7090928554145793), (24, 0.7021953158783015), (18, 0.6987820756793632), (1, 0.6940463569720977), (25, 0.6882880481698025), (30, 0.6857093936011573), (28, 0.6768396347637664), (8, 0.6714011455907462), (27, 0.6121041010983896), (31, 0.6081898933018636), (26, 0.5546203803003606), (32, 0.0), (2, 0.0)])","{0: {32: -0.886740869804733, 33: 0.33765998047468665, 8: -0.0646767362648469, 9: 0.09274911080134686, 14: -0.01852697470806044, 15: 0.039662063782430444, 18: -0.03115150218290284, 20: -3.9812298398532934e-16, 22: 0.23570226039551598, 23: 0.06024885335477078, 24: -0.026972327981114937, 25: -0.04400039838846458, 26: -0.20766320458267631, 27: -0.1372800879603448, 28: -0.05801784549716549, 29: 0.18175258724260956, 30: -0.047157705234890684, 31: -0.14207264731458172}, 1: {0: -0.06888419290601465, 1: -0.24999999999999967, 2: -0.9295753502059483, 3: -0.013918268115977753, 4: -0.17350395934950855, 5: -0.08669887562751584, 6: -7.449644402122351e-17, 7: -1.9377307640916388e-16, 10: 0.04957444775671014, 11: 8.059546540985915e-17, 12: -0.1054092553389457, 13: 2.0624440000552398e-17, 16: -0.08432799088190693, 17: -0.10075044464975245, 19: -1.2861318574593654e-16, 21: -1.1354142553728072e-16}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0018665790557861328,0,1,1,31,1,1,34,0.5,0.96875,0.5,0.9411764705882353,0.5
ensemble-centralities:leiden,0-10,"0,33","0,5,31,33",{},"{0: {8: 0.09999999999999999, 9: 0.0, 14: 0.05, 15: 0.05, 18: 0.05, 20: 0.05, 22: 0.05, 26: 0.05, 29: 0.10806451612903226, 30: 0.09999999999999999, 32: 0.617741935483871, 33: 1.0}, 1: {0: 1.0, 1: 0.5670498084291188, 2: 0.22796934865900384, 3: 0.3295019157088123, 7: 0.16666666666666669, 11: 0.0, 12: 0.05555555555555556, 13: 0.16666666666666669, 17: 0.05555555555555556, 19: 0.05555555555555556, 21: 0.05555555555555556}, 2: {23: 0.3125, 24: 0.8125, 25: 0.8125, 27: 0.3125, 28: 0.0, 31: 1.0}, 3: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.002965688705444336,2,0,2,32,2,0,34,1.0,1.0,0.5,1.0,0.6666666666666666
ensemble-centralities:eigenvector,0-10,"0,33","0,1,31,33",{},"{0: {8: 0.09999999999999999, 9: 0.0, 14: 0.05, 15: 0.05, 18: 0.05, 20: 0.05, 22: 0.05, 26: 0.05, 29: 0.10806451612903226, 30: 0.09999999999999999, 32: 0.617741935483871, 33: 1.0}, 1: {1: 1.0, 2: 0.2590909090909091, 3: 0.5333333333333332, 7: 0.16666666666666666, 12: 0.0, 13: 0.16666666666666666, 17: 0.0, 19: 0.0, 21: 0.0}, 2: {0: 1.0, 4: 0.2794117647058824, 5: 0.5808823529411764, 6: 0.5808823529411764, 10: 0.2794117647058824, 11: 0.0, 16: 0.125}, 3: {23: 0.3125, 24: 0.8125, 25: 0.8125, 27: 0.3125, 28: 0.0, 31: 1.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0027289390563964844,2,0,2,32,2,0,34,1.0,1.0,0.5,1.0,0.6666666666666666
ensemble-centralities:louvain,0-10,"0,33","0,5,31,33",{},"{0: {8: 0.08333333333333333, 9: 0.0, 14: 0.041666666666666664, 15: 0.041666666666666664, 18: 0.041666666666666664, 20: 0.041666666666666664, 22: 0.041666666666666664, 23: 0.1358695652173913, 26: 0.041666666666666664, 27: 0.041666666666666664, 29: 0.1358695652173913, 30: 0.08333333333333333, 32: 0.5597826086956521, 33: 1.0}, 1: {0: 1.0, 1: 0.5670498084291188, 2: 0.22796934865900384, 3: 0.3295019157088123, 7: 0.16666666666666669, 11: 0.0, 12: 0.05555555555555556, 13: 0.16666666666666669, 17: 0.05555555555555556, 19: 0.05555555555555556, 21: 0.05555555555555556}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}, 3: {24: 0.24999999999999997, 25: 0.24999999999999997, 28: 0.0, 31: 1.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0029146671295166016,2,0,2,32,2,0,34,1.0,1.0,0.5,1.0,0.6666666666666666
ensemble-centralities:greedy_modularity,0-10,"0,33","0,1,33",{},"{0: {8: 0.041666666666666664, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 23: 0.19051164049810504, 24: 0.04978794441436563, 25: 0.050058653672622265, 26: 0.0, 27: 0.07604674246525897, 28: 0.0, 29: 0.09416170366359862, 30: 0.041666666666666664, 31: 0.24194639956686514, 32: 0.5972523010286952, 33: 1.0}, 1: {1: 1.0, 2: 0.675, 3: 0.675, 7: 0.2, 9: 0.0, 12: 0.0, 13: 0.2, 17: 0.0, 21: 0.0}, 2: {0: 1.0, 16: 0.1, 19: 0.0, 4: 0.2142857142857143, 5: 0.42142857142857143, 6: 0.42142857142857143, 10: 0.2142857142857143, 11: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0032410621643066406,1,0,2,32,1,0,34,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:label_propagation,0-10,"0,33","0,16,33",{},"{0: {32: 0.5953592814371258, 33: 1.0, 2: 0.16392215568862273, 8: 0.09111776447105788, 9: 0.0032934131736526945, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 23: 0.09081836327345309, 26: 0.0, 27: 0.04945109780439122, 28: 0.0032934131736526945, 29: 0.09381237524950099, 30: 0.04166666666666667}, 1: {0: 1.0, 1: 0.3180733347797787, 3: 0.19494467346495986, 4: 0.045454545454545456, 7: 0.09090909090909091, 10: 0.045454545454545456, 11: 0.0, 12: 0.045454545454545456, 13: 0.09090909090909091, 17: 0.045454545454545456, 19: 0.045454545454545456, 21: 0.045454545454545456, 24: 0.045454545454545456, 25: 0.045454545454545456, 31: 0.2627467997396398}, 2: {16: 0.0, 5: 0.0, 6: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0033524036407470703,1,0,2,32,1,0,34,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:infomap,0-10,"0,33","0,5,33",{},"{0: {8: 0.041666666666666664, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 23: 0.19051164049810504, 24: 0.04978794441436563, 25: 0.050058653672622265, 26: 0.0, 27: 0.07604674246525897, 28: 0.0, 29: 0.09416170366359862, 30: 0.041666666666666664, 31: 0.24194639956686514, 32: 0.5972523010286952, 33: 1.0}, 1: {0: 1.0, 1: 0.5757575757575757, 2: 0.4848484848484848, 3: 0.3333333333333333, 7: 0.16666666666666666, 9: 0.0, 11: 0.0, 12: 0.05555555555555555, 13: 0.16666666666666666, 17: 0.05555555555555555, 19: 0.05555555555555555, 21: 0.05555555555555555}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0033578872680664062,1,0,2,32,1,0,34,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:surprise_communities,0-10,"0,33","0,5,9,11,24,29,32",{},"{0: {0: 1.0, 1: 0.7324929971988796, 2: 0.22408963585434175, 3: 0.3739495798319328, 7: 0.14285714285714285, 12: 0.0, 13: 0.14285714285714285, 17: 0.0, 19: 0.0, 21: 0.0}, 1: {8: 0.08333333333333333, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 30: 0.08333333333333333, 32: 1.0, 33: 1.0}, 2: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}, 3: {24: 1.0, 25: 0.25, 27: 0.0, 28: 0.0, 31: 1.0}, 4: {23: 0.0, 26: 0.0, 29: 1.0}, 5: {9: 0.0}, 6: {11: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.002645254135131836,5,1,1,31,6,1,34,0.5,0.96875,0.14285714285714285,0.9411764705882353,0.22222222222222224
ensemble-centralities:walktrap,0-10,"0,33","0,2,5,24,33",{},"{0: {0: 1.0, 1: 0.5023041474654378, 3: 0.2465437788018433, 7: 0.14285714285714285, 11: 0.0, 12: 0.07142857142857142, 17: 0.07142857142857142, 19: 0.07142857142857142, 21: 0.07142857142857142}, 1: {14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 26: 0.0, 29: 0.10256410256410256, 32: 0.7051282051282052, 33: 1.0}, 2: {2: 1.0, 8: 0.3589743589743589, 9: 0.0, 13: 0.0, 28: 0.3589743589743589, 30: 0.0, 31: 0.0}, 3: {4: 0.16666666666666666, 5: 1.0, 6: 1.0, 10: 0.16666666666666666, 16: 0.0}, 4: {23: 0.0, 24: 0.0, 25: 0.0, 27: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.0025229454040527344,3,0,2,32,3,0,34,1.0,1.0,0.4,1.0,0.5714285714285715
ensemble-centralities:df_node_similarity,0-10,"0,33","0,33",{},"{0: {32: 0.5335502486340475, 33: 1.0, 8: 0.07142857142857142, 9: 0.0, 14: 0.03571428571428571, 15: 0.03571428571428571, 18: 0.03571428571428571, 20: 0.03571428571428571, 22: 0.03571428571428571, 23: 0.19807845785499417, 24: 0.07787463932715329, 25: 0.07808950825710602, 26: 0.03571428571428571, 27: 0.10193995948185892, 28: 0.03571428571428571, 29: 0.11573761434096629, 30: 0.07142857142857142, 31: 0.24212658849530355}, 1: {0: 1.0, 1: 0.32274055058865186, 2: 0.15557227582544036, 3: 0.20784279012127116, 4: 0.07922457289545899, 5: 0.1625652828184474, 6: 0.1625652828184474, 7: 0.11538461538461539, 10: 0.07922457289545899, 11: 0.0, 12: 0.03846153846153846, 13: 0.11538461538461539, 16: 0.03846153846153846, 17: 0.03846153846153846, 19: 0.03846153846153846, 21: 0.03846153846153846}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.003789186477661133,0,0,2,32,0,0,34,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:leiden,0-15,"0,33","0,5,31,33","OrderedDict([(33, 1.0), (0, 1.0), (31, 1.0), (5, 1.0), (6, 1.0), (24, 0.625), (25, 0.625), (32, 0.43548387096774194), (1, 0.3563218390804598), (4, 0.3333333333333333), (10, 0.3333333333333333), (23, 0.125), (27, 0.125), (3, 0.10344827586206896), (29, 0.016129032258064516), (2, 0.011494252873563218), (8, 0.0), (9, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (26, 0.0), (30, 0.0), (7, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0), (21, 0.0), (28, 0.0), (16, 0.0)])","{0: {8: 0.0, 9: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 26: 0.0, 29: 0.00909090909090909, 30: 0.0, 32: 0.24545454545454545, 33: 0.5636363636363636}, 1: {0: 0.48333333333333334, 1: 0.17222222222222222, 2: 0.005555555555555556, 3: 0.05, 7: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0, 21: 0.0}, 2: {23: 0.05, 24: 0.25, 25: 0.25, 27: 0.05, 28: 0.0, 31: 0.4}, 3: {4: 0.08333333333333333, 5: 0.25, 6: 0.25, 10: 0.08333333333333333, 16: 0.0}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.005234241485595703,2,0,2,32,2,0,34,1.0,1.0,0.5,1.0,0.6666666666666666
centrality-cm:betweenness:eigenvector,0-15,"0,33","0,1,31,33","OrderedDict([(33, 1.0), (1, 1.0), (0, 1.0), (31, 1.0), (24, 0.625), (25, 0.625), (32, 0.43548387096774194), (5, 0.4117647058823529), (6, 0.4117647058823529), (3, 0.3999999999999999), (23, 0.125), (27, 0.125), (4, 0.05882352941176471), (10, 0.05882352941176471), (2, 0.01818181818181818), (29, 0.016129032258064516), (8, 0.0), (9, 0.0), (14, 0.0), (15, 0.0), (18, 0.0), (20, 0.0), (22, 0.0), (26, 0.0), (30, 0.0), (7, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0), (21, 0.0), (11, 0.0), (16, 0.0), (28, 0.0)])","{0: {8: 0.0, 9: 0.0, 14: 0.0, 15: 0.0, 18: 0.0, 20: 0.0, 22: 0.0, 26: 0.0, 29: 0.00909090909090909, 30: 0.0, 32: 0.24545454545454545, 33: 0.5636363636363636}, 1: {1: 0.6547619047619048, 2: 0.011904761904761904, 3: 0.26190476190476186, 7: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0, 21: 0.0}, 2: {0: 0.3777777777777777, 4: 0.02222222222222222, 5: 0.15555555555555553, 6: 0.15555555555555553, 10: 0.02222222222222222, 11: 0.0, 16: 0.0}, 3: {23: 0.05, 24: 0.25, 25: 0.25, 27: 0.05, 28: 0.0, 31: 0.4}}","{0: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0, 9: 1.0, 10: 1.0, 11: 1.0, 12: 1.0, 13: 1.0, 14: 1.0, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: 1.0, 28: 1.0, 29: 1.0, 30: 1.0, 31: 1.0, 32: 1.0, 33: 1.0}",0.005316495895385742,2,0,2,32,2,0,34,1.0,1.0,0.5,1.0,0.6666666666666666
